familia,especie_ou_subespecie_variedade,categoria,lista_2014
Euphorbiaceae,Euphorbia appariciana,EN,1
Euphorbiaceae,Euphorbia attastoma,EN,1
Euphorbiaceae,Euphorbia crossadenia,EN,1
Euphorbiaceae,Euphorbia gymnoclada,VU,1
Euphorbiaceae,Euphorbia holochlorina,CR,1
Euphorbiaceae,Euphorbia sabulicola,CR,0
Euphorbiaceae,Glycydendron espiritosantense,VU,0
Euphorbiaceae,Hevea camargoana,EN,0
Euphorbiaceae,Manihot hahnii,EN,0
Euphorbiaceae,Manihot longiracemosa,EN,0
Euphorbiaceae,Manihot procumbens,VU,1
Euphorbiaceae,Ophthalmoblapton macrophyllum,EN,0
Euphorbiaceae,Ophthalmoblapton pedunculare,VU,0
Euphorbiaceae,Sebastiania pteroclada,CR,0
Euphorbiaceae,Stillingia loranthacea,EN,0
Fabaceae,Aeschynomene fructipendula,EN,1
Fabaceae,Albizia burkartiana,EN,1
Fabaceae,Albizia glabripetala,EN,1
Fabaceae,Aldina heterophylla,VU,0
Fabaceae,Amburana acreana,VU,1
Fabaceae,Andira marauensis,EN,0
Fabaceae,Apuleia leiocarpa,VU,1
Fabaceae,Arachis villosa,EN,1
Fabaceae,Arapatiella emarginata,EN,0
Fabaceae,Bauhinia albicans,EN,0
Fabaceae,Bauhinia glaziovii,CR,0
Fabaceae,Bauhinia integerrima,EN,1
Fabaceae,Bauhinia uberlandiana,CR,0
Fabaceae,Calliandra carrascana,EN,1
Fabaceae,Cassia rubriflora,EN,0
Fabaceae,Centrolobium paraense,EN,1
Fabaceae,Centrosema carajasense,VU,1
Fabaceae,Chamaecrista amabilis,EN,0
Fabaceae,Chamaecrista amorimii,EN,0
Fabaceae,Chamaecrista anamariae,EN,1
Fabaceae,Chamaecrista atroglandulosa,EN,1
Fabaceae,Chamaecrista bracteolata,EN,0
Fabaceae,Chamaecrista catolesensis,VU,1
Fabaceae,Chamaecrista fodinarum,EN,1
Fabaceae,Chamaecrista fulgida,CR,0
Fabaceae,Chamaecrista lagotois,CR,1
Fabaceae,Chamaecrista nuda,EN,0
Fabaceae,Chamaecrista phyllostachya,EN,0
Fabaceae,Chamaecrista stillifera,VU,1
Fabaceae,Chamaecrista subpeltata,EN,0
Fabaceae,Chamaecrista tephrosiifolia,VU,1
Fabaceae,Chamaecrista ulmea,CR,1
Fabaceae,Chamaecrista unijuga,EN,0
Fabaceae,Copaifera majorina,VU,0
Fabaceae,Coursetia vicioides,EN,0
Fabaceae,Ctenodon bradei,EN,0
Fabaceae,Ctenodon lacabuendianus,EN,1
Fabaceae,Cynometra marleneae,EN,0
Fabaceae,Dahlstedtia bahiana,EN,0
Fabaceae,Dahlstedtia glaziovii,EN,0
Fabaceae,Dahlstedtia grandiflora,EN,0
Fabaceae,Dahlstedtia peckoltii,EN,0
Fabaceae,Dalbergia ernest-ulei,EN,0
Fabaceae,Dalbergia glaziovii,EN,0
Fabaceae,Dalbergia nigra,VU,1
Fabaceae,Deguelia hatschbachii,VU,0
Fabaceae,Desmodium craspediferum,EN,1
Fabaceae,Dialium rondoniense,EN,0
Fabaceae,Dicymbe arenicola,EN,0
Fabaceae,Dicymbe puncticulosa,EN,0
Fabaceae,Dimorphandra exaltata,EN,0
Fabaceae,Dimorphandra wilsonii,EN,1
Fabaceae,Dinizia jueirana-facao,CR,0
Fabaceae,Diplotropis rodriguesii,VU,0
Fabaceae,Elizabetha speciosa,VU,0
Fabaceae,Gleditsia amorphoides,VU,1
Fabaceae,Grazielodendron rio-docensis,EN,0
Fabaceae,Harleyodendron unifoliolatum,EN,0
Fabaceae,Harpalyce lanata,EN,1
Fabaceae,Harpalyce parvifolia,EN,1
Fabaceae,Hymenaea parvifolia,VU,1
Fabaceae,Hymenolobium excelsum,VU,1
Fabaceae,Inga aptera,EN,1
Fabaceae,Inga conchifolia,EN,0
Fabaceae,Inga cordistipula,VU,0
Fabaceae,Inga globularis,EN,0
Fabaceae,Inga grazielae,EN,1
Fabaceae,Inga maritima,EN,1
Fabaceae,Inga mendoncaei,EN,1
Fabaceae,Inga pedunculata,EN,1
Fabaceae,Inga platyptera,EN,1
Fabaceae,Inga pleiogyna,EN,1
Fabaceae,Inga praegnans,EN,1
Fabaceae,Inga suborbicularis,EN,1
Fabaceae,Inga unica,EN,1
Fabaceae,Jupunba barnebyana,EN,0
Fabaceae,Lathyrus acutifolius,CR,1
Fabaceae,Lathyrus paraguariensis,VU,1
Fabaceae,Leptolobium araguaiense,EN,0
Fabaceae,Leptolobium glaziovianum,EN,0
Fabaceae,Leptolobium parvifolium,EN,0
Fabaceae,Leptolobium tenuifolium,EN,0
Fabaceae,Leucochloron foederale,EN,1
Fabaceae,Leucochloron limae,EN,0
Fabaceae,Leucochloron minarum,EN,1
Fabaceae,Luetzelburgia amazonica,EN,0
Fabaceae,Luetzelburgia harleyi,CR,0
Fabaceae,Luetzelburgia neurocarpa,CR,0
Fabaceae,Luetzelburgia trialata,EN,0
Fabaceae,Lupinus coriaceus,VU,1
Fabaceae,Lupinus decurrens,EN,1
Fabaceae,Lupinus gibertianus,CR,0
Fabaceae,Lupinus laevigatus,EN,1
Fabaceae,Lupinus russellianus,CR,0
Fabaceae,Machaerium androvillosum,CR,0
Fabaceae,Machaerium firmum,VU,0
Fabaceae,Machaerium legale,CR,0
Fabaceae,Machaerium macaense,EN,0
Fabaceae,Machaerium mucronulatum,EN,0
Fabaceae,Machaerium obovatum,VU,1
Fabaceae,Martiodendron fluminense,EN,0
Fabaceae,Melanoxylon brauna,VU,1
Fabaceae,Mimosa acroconica,CR,1
Fabaceae,Mimosa adamantina,EN,1
Fabaceae,Mimosa afranioi,EN,0
Fabaceae,Mimosa balduinii,EN,1
Fabaceae,Mimosa barretoi,EN,1
Fabaceae,Mimosa bathyrrhena,EN,1
Fabaceae,Mimosa bispiculata,CR,0
Fabaceae,Mimosa bocainae,CR,0
Fabaceae,Mimosa bombycina,EN,1
Fabaceae,Mimosa bracteolaris,VU,1
Fabaceae,Mimosa callidryas,EN,0
Fabaceae,Mimosa catharinensis,EN,1
Fabaceae,Mimosa chrysastra,CR,1
Fabaceae,Mimosa decorticans,EN,0
Fabaceae,Mimosa dominarum,EN,0
Fabaceae,Mimosa emaensis,VU,0
Fabaceae,Mimosa ernestii,CR,0
Fabaceae,Mimosa glazioui,CR,0
Fabaceae,Mimosa hatschbachii,EN,1
Fabaceae,Mimosa heringeri,EN,1
Fabaceae,Mimosa involucrata,EN,1
Fabaceae,Mimosa itatiaiensis,EN,0
Fabaceae,Mimosa kuhnisteroides,EN,0
Fabaceae,Mimosa leprosa,EN,1
Fabaceae,Mimosa lithoreas,EN,1
Fabaceae,Mimosa macedoana,EN,1
Fabaceae,Mimosa mensicola,EN,1
Fabaceae,Mimosa montis-carasae,EN,1
Fabaceae,Mimosa myuros,EN,1
Fabaceae,Mimosa neonitens,EN,0
Fabaceae,Mimosa osmarii,VU,0
Fabaceae,Mimosa paucifolia,VU,1
Fabaceae,Mimosa perplicata,CR,0
Fabaceae,Mimosa psittacina,EN,1
Fabaceae,Mimosa regina,EN,0
Fabaceae,Mimosa rheiptera,EN,0
Fabaceae,Mimosa sevilhae,EN,0
Fabaceae,Mimosa skinneri var. carajarum,CR,1
Fabaceae,Mimosa sobralii,EN,0
Fabaceae,Mimosa strobiliflora,CR,0
Fabaceae,Mimosa suburbana,CR,1
Fabaceae,Mimosa thomista,EN,1
Fabaceae,Mimosa uniceps,EN,1
Fabaceae,Mimosa urticaria,EN,1
Fabaceae,Moldenhawera blanchetiana,VU,0
Fabaceae,Moldenhawera longipedicellata,EN,0
Fabaceae,Moldenhawera luschnathiana,VU,0
Fabaceae,Moldenhawera nutans,EN,0
Fabaceae,Moldenhawera papillanthera,VU,1
Fabaceae,Moldenhawera polysperma,VU,0
Fabaceae,Muellera fernandesii,VU,0
Fabaceae,Muellera filipes,VU,0
Fabaceae,Muellera graciliflora,CR,0
Fabaceae,Muellera grazielae,EN,0
Fabaceae,Muellera laticifera,EN,0
Fabaceae,Muellera nitens,EN,0
Fabaceae,Muellera torrensis,EN,0
Fabaceae,Muellera tozziana,EN,0
Fabaceae,Muellera variabilis,EN,0
Fabaceae,Muellera virgilioides,VU,0
Fabaceae,Myrocarpus leprosus,CR,0
Fabaceae,Neptunia pubescens,VU,1
Fabaceae,Ormosia altimontana,EN,0
Fabaceae,Ormosia lewisii,EN,0
Fabaceae,Ormosia limae,EN,0
Fabaceae,Ormosia minor,VU,0
Fabaceae,Ormosia ruddiana,EN,0
Fabaceae,Ormosia timboensis,CR,0
Fabaceae,Paloue induta,EN,0
Fabaceae,Paramachaerium krukovii,CR,0
Fabaceae,Parapiptadenia ilheusana,CR,0
Fabaceae,Parasenegalia miersii,EN,0
Fabaceae,Parkia bahiae,EN,0
Fabaceae,Paubrasilia echinata,EN,1
Fabaceae,Peltogyne altissima,EN,0
Fabaceae,Peltogyne chrysopis,EN,0
Fabaceae,Peltogyne discolor,VU,0
Fabaceae,Peltogyne excelsa,VU,0
Fabaceae,Peltogyne gracilipes,EN,0
Fabaceae,Peltogyne maranhensis,VU,1
Fabaceae,Peltogyne mattosiana,EN,0
Fabaceae,Peltogyne paradoxa,VU,0
Fabaceae,Platymiscium speciosum,EN,0
Fabaceae,Poecilanthe fluminensis,VU,0
Fabaceae,Poecilanthe itapuana,VU,0
Fabaceae,Pterocarpus monophyllus,EN,0
Fabaceae,Pterodon apparicioi,EN,0
Fabaceae,Sellocharis paradoxa,VU,1
Fabaceae,Senegalia cearensis,VU,0
Fabaceae,Senegalia mikanii,EN,0
Fabaceae,Senegalia ricoae,CR,0
Fabaceae,Senna formosa,VU,0
Fabaceae,Staminodianthus rosae,VU,0
Fabaceae,Swartzia alagoensis,EN,0
Fabaceae,Swartzia alternifoliolata,EN,0
Fabaceae,Swartzia arenophila,EN,0
Fabaceae,Swartzia bahiensis,VU,0
Fabaceae,Swartzia dipetala,VU,0
Fabaceae,Swartzia discocarpa,EN,0
Fabaceae,Swartzia euxylophora,EN,0
Fabaceae,Swartzia glazioviana,VU,1
Fabaceae,Swartzia hilaireana,VU,0
Fabaceae,Swartzia ingens,VU,0
Fabaceae,Swartzia krukovii,EN,0
Fabaceae,Swartzia lamellata,VU,0
Fabaceae,Swartzia lanata,EN,0
Fabaceae,Swartzia linharensis,EN,1
Fabaceae,Swartzia micrantha,EN,0
Fabaceae,Swartzia pinheiroana,EN,0
Fabaceae,Swartzia prolata,EN,0
Fabaceae,Swartzia revoluta,EN,0
Fabaceae,Swartzia riedelii,VU,0
Fabaceae,Swartzia rugosa,VU,0
Fabaceae,Swartzia submontana,CR,0
Fabaceae,Swartzia thomasii,EN,0
Fabaceae,Tabaroa caatingicola,VU,0
Fabaceae,Tachigali acrensis,CR,0
Fabaceae,Tachigali beaurepairei,EN,1
Fabaceae,Tachigali candelabrum,EN,0
Fabaceae,Tachigali denudata,EN,0
Fabaceae,Tachigali duckei,EN,0
Fabaceae,Tachigali prancei,EN,0
Fabaceae,Tachigali spathulipetala,EN,0
Fabaceae,Trischidium limae,EN,0
Fabaceae,Vicia pampicola,CR,1
Fabaceae,Vouacapoua americana,EN,1
Fabaceae,Zollernia cowanii,CR,0
Fabaceae,Zollernia glaziovii,EN,0
Fabaceae,Zollernia magnifica,EN,1
Gelsemiaceae,Mostuea muricata,VU,1
Gentianaceae,Aripuana cullmaniorum,EN,0
Gentianaceae,Macrocarpaea atlantica,CR,0
Gentianaceae,Macrocarpaea dolichophylla,CR,0
Gentianaceae,Prepusa alata,CR,0
Gentianaceae,Prepusa connata,CR,0
Gentianaceae,Prepusa hookeriana,EN,1
Gentianaceae,Prepusa viridiflora,EN,1
Gentianaceae,Senaea coerulea,EN,1
Gentianaceae,Senaea janeirensis,CR,1
Gentianaceae,Zygostigma australe,EN,1
Gesneriaceae,Besleria fluminensis,EN,0
Gesneriaceae,Besleria macahensis,EN,0
Gesneriaceae,Besleria melancholica,VU,0
Gesneriaceae,Codonanthe carnosa,VU,1
Gesneriaceae,Codonanthe venosa,VU,1
Gesneriaceae,Goyazia petraea,EN,1
Gesneriaceae,Nematanthus monanthos,EN,1
Gesneriaceae,Nematanthus pycnophyllus,EN,0
Gesneriaceae,Nematanthus serpens,EN,0
Gesneriaceae,Paliavana werdermannii,VU,1
Gesneriaceae,Sinningia aghensis,EN,1
Gesneriaceae,Sinningia araneosa,VU,1
Gesneriaceae,Sinningia bulbosa,EN,0
Gesneriaceae,Sinningia carangolensis,EN,1
Gesneriaceae,Sinningia cardinalis,EN,1
Gesneriaceae,Sinningia cochlearis,CR,1
Gesneriaceae,Sinningia defoliata,VU,1
Gesneriaceae,Sinningia gesneriifolia,CR,0
Gesneriaceae,Sinningia glazioviana,CR,1
Gesneriaceae,Sinningia guttata,EN,1
Gesneriaceae,Sinningia harleyi,EN,1
Gesneriaceae,Sinningia hatschbachii,EN,1
Gesneriaceae,Sinningia helleri,CR,0
Gesneriaceae,Sinningia hirsuta,EN,1
Gesneriaceae,Sinningia iarae,EN,1
Gesneriaceae,Sinningia insularis,EN,1
Gesneriaceae,Sinningia kautskyi,VU,1
Gesneriaceae,Sinningia lateritia,EN,0
Gesneriaceae,Sinningia lindleyi,EN,1
Gesneriaceae,Sinningia lineata,EN,1
Gesneriaceae,Sinningia micans,EN,1
Gesneriaceae,Sinningia muscicola,CR,0
Gesneriaceae,Sinningia piresiana,EN,1
Gesneriaceae,Sinningia pusilla,EN,0
Gesneriaceae,Sinningia rupicola,EN,1
Gesneriaceae,Sinningia striata,VU,1
Gesneriaceae,Sinningia tuberosa,VU,1
Gesneriaceae,Sinningia valsuganensis,EN,1
Gesneriaceae,Sinningia velutina,VU,0
Gesneriaceae,Sinningia villosa,EN,1
Gesneriaceae,Sphaerorrhiza burchellii,EN,1
Gesneriaceae,Vanhouttea fruticulosa,EN,0
Gesneriaceae,Vanhouttea gardneri,EN,0
Gesneriaceae,Vanhouttea lanata,EN,1
Gesneriaceae,Vanhouttea leonii,EN,1
Gesneriaceae,Vanhouttea pendula,EN,1
Gunneraceae,Gunnera herteri,EN,1
Hedwigiaceae,Braunia plicata,VU,1
Humiriaceae,Humiriastrum mussunungense,VU,0
Humiriaceae,Humiriastrum spiritu-sancti,EN,1
Humiriaceae,Hylocarpa heterocarpa,VU,0
Hypericaceae,Hypericum mutilum,VU,1
Hypericaceae,Vismia parviflora,EN,0
Iridaceae,Neomarica itatiaica,CR,0
Iridaceae,Neomarica northiana,EN,0
Iridaceae,Pseudotrimezia brevistamina,CR,1
Iridaceae,Pseudotrimezia concava,CR,1
Iridaceae,Pseudotrimezia elegans,CR,1
Iridaceae,Pseudotrimezia fistulosa,EN,1
Iridaceae,Pseudotrimezia plicatifolia,EN,1
Iridaceae,Pseudotrimezia subtilis,CR,1
Iridaceae,Pseudotrimezia synandra,EN,1
Iridaceae,Pseudotrimezia tenuissima,EN,1
Iridaceae,Trimezia exillima,EN,1
Isoetaceae,Isoetes bradei,EN,1
Isoetaceae,Isoetes luetzelburgii,EN,1
Isoetaceae,Isoetes ulei,CR,0
Jungermanniaceae,Jungermannia decolor,EN,1
Lamiaceae,Cunila incana,EN,0
Lamiaceae,Cyanocephalus apertiflorus,VU,1
Lamiaceae,Cyanocephalus caprariifolius,EN,1
Lamiaceae,Cyanocephalus delicatulus,EN,1
Lamiaceae,Cyanocephalus digitatus,EN,1
Lamiaceae,Cyanocephalus tagetifolius,EN,1
Lamiaceae,Cyanocephalus viaticus,EN,1
Lamiaceae,Eriope anamariae,EN,1
Lamiaceae,Eriope blanchetii,VU,1
Lamiaceae,Eriope cristalinae,CR,1
Lamiaceae,Eriope luetzelburgii,VU,1
Lamiaceae,Eriope machrisae,EN,1
Lamiaceae,Eriope obovata var. gracilis,EN,1
Lamiaceae,Hesperozygis ringens,VU,1
Lamiaceae,Hypenia aristulata,CR,1
Lamiaceae,Hypenia crispata,EN,1
Lamiaceae,Hypenia micrantha,EN,1
Lamiaceae,Hypenia subrosea,EN,1
Lamiaceae,Hyptidendron claussenii,EN,1
Lamiaceae,Hyptidendron conspersum,EN,1
Lamiaceae,Hyptidendron leucophyllum,VU,0
Lamiaceae,Hyptidendron roseum,CR,0
Lamiaceae,Hyptis alpestris,EN,1
Lamiaceae,Hyptis angustifolia,EN,1
Lamiaceae,Hyptis arenaria,VU,1
Lamiaceae,Hyptis bahiensis,EN,1
Lamiaceae,Hyptis colligata,EN,1
Lamiaceae,Hyptis cruciformis,EN,1
Lamiaceae,Hyptis frondosa,VU,1
Lamiaceae,Hyptis hamatidens,VU,1
Lamiaceae,Hyptis imbricatiformis,EN,1
Lamiaceae,Hyptis penaeoides,EN,1
Lamiaceae,Hyptis rhypidiophylla,EN,1
Lamiaceae,Leptohyptis pinheiroi,EN,1
Lamiaceae,Martianthus sancti-gabrielii,EN,1
Lamiaceae,Medusantha carvalhoi,VU,1
Lamiaceae,Oocephalus piranii,EN,1
Lamiaceae,Salvia benthamiana,EN,0
Lamiaceae,Salvia longibracteolata,CR,0
Lamiaceae,Salvia rivularis,VU,0
Lamiaceae,Vitex hypoleuca,EN,0
Lamiaceae,Vitex martii,VU,0
Lamiaceae,Vitex snethlagiana,CR,0
Lamiaceae,Vitex vauthieri,EN,0
Lauraceae,Aiouea bracteata,EN,1
Lauraceae,Aniba ferrea,EN,1
Lauraceae,Aniba rosiodora,EN,1
Lauraceae,Aniba santalodora,EN,1
Lauraceae,Beilschmiedia angustifolia,EN,0
Lauraceae,Beilschmiedia fluminensis,EN,0
Lauraceae,Beilschmiedia rigida,EN,1
Lauraceae,Beilschmiedia vestita,CR,0
Lauraceae,Cinnamomum erythropus,EN,1
Lauraceae,Cinnamomum hatschbachii,EN,1
Lauraceae,Cinnamomum quadrangulum,VU,1
Lauraceae,Cryptocarya botelhensis,EN,0
Lauraceae,Cryptocarya citriformis,EN,0
Lauraceae,Cryptocarya sellowiana,CR,0
Lauraceae,Cryptocarya velloziana,EN,0
Lauraceae,Cryptocarya wiedensis,CR,0
Lauraceae,Dicypellium caryophyllaceum,CR,1
Lauraceae,Dicypellium manausense,CR,0
Lauraceae,Endlicheria coriacea,EN,0
Lauraceae,Endlicheria lhotzkyi,VU,0
Lauraceae,Mezilaurus decurrens,EN,0
Lauraceae,Mezilaurus duckei,EN,0
Lauraceae,Mezilaurus glabriantha,CR,0
Lauraceae,Mezilaurus itauba,VU,1
Lauraceae,Mezilaurus micrantha,EN,0
Lauraceae,Mezilaurus microphylla,CR,0
Lauraceae,Mezilaurus navalium,CR,1
Lauraceae,Mezilaurus vanderwerffii,VU,0
Lauraceae,Nectandra barbellata,EN,1
Lauraceae,Nectandra grisea,VU,1
Lauraceae,Nectandra paranaensis,EN,1
Lauraceae,Ocotea adamantina,EN,0
Lauraceae,Ocotea arenicola,VU,0
Lauraceae,Ocotea basicordatifolia,EN,1
Lauraceae,Ocotea beulahiae,VU,1
Lauraceae,Ocotea beyrichii,VU,1
Lauraceae,Ocotea bragai,EN,1
Lauraceae,Ocotea calliscypha,EN,0
Lauraceae,Ocotea catharinensis,VU,1
Lauraceae,Ocotea ciliata,EN,0
Lauraceae,Ocotea citrosmoides,VU,0
Lauraceae,Ocotea cryptocarpa,EN,1
Lauraceae,Ocotea douradensis,EN,0
Lauraceae,Ocotea duplocolorata,CR,0
Lauraceae,Ocotea estrellensis,EN,0
Lauraceae,Ocotea felix,EN,1
Lauraceae,Ocotea fragrantissima,EN,0
Lauraceae,Ocotea grandifructa,CR,0
Lauraceae,Ocotea hypoglauca,CR,0
Lauraceae,Ocotea itatiaiae,EN,0
Lauraceae,Ocotea kostermanniana,EN,0
Lauraceae,Ocotea marcescens,EN,0
Lauraceae,Ocotea marumbiensis,EN,0
Lauraceae,Ocotea mosenii,VU,1
Lauraceae,Ocotea odorata,EN,0
Lauraceae,Ocotea odorifera,EN,1
Lauraceae,Ocotea paranaensis,EN,0
Lauraceae,Ocotea pluridomatiata,EN,0
Lauraceae,Ocotea porosa,EN,1
Lauraceae,Ocotea ramosissima,EN,0
Lauraceae,Ocotea revolutifolia,EN,0
Lauraceae,Ocotea rohweri,EN,0
Lauraceae,Ocotea schwackeana,EN,0
Lauraceae,Ocotea serrana,EN,1
Lauraceae,Ocotea sperata,CR,0
Lauraceae,Ocotea sulcata,VU,0
Lauraceae,Ocotea tabacifolia,EN,1
Lauraceae,Ocotea thinicola,CR,0
Lauraceae,Ocotea vegrandis,VU,0
Lauraceae,Ocotea virgultosa,EN,0
Lauraceae,Persea fusca,EN,0
Lauraceae,Persea glabra,EN,1
Lauraceae,Persea microphylla,VU,0
Lauraceae,Persea obovata,CR,1
Lauraceae,Persea pedunculosa,EN,1
Lauraceae,Pleurothyrium amplifolium,CR,0
Lauraceae,Pleurothyrium prancei,VU,0
Lauraceae,Rhodostemonodaphne anomala,EN,0
Lauraceae,Rhodostemonodaphne capixabensis,EN,1
Lauraceae,Rhodostemonodaphne parvifolia,VU,1
Lauraceae,Rhodostemonodaphne recurva,VU,1
Lauraceae,Urbanodendron bahiense,EN,1
Lauraceae,Williamodendron cinnamomeum,CR,1
Lecythidaceae,Bertholletia excelsa,VU,1
Lecythidaceae,Cariniana ianeirensis,EN,1
Lecythidaceae,Cariniana legalis,EN,1
Lecythidaceae,Cariniana parvifolia,EN,1
Lecythidaceae,Couratari asterotricha,EN,1
Lecythidaceae,Couratari pyramidata,EN,1
Lecythidaceae,Eschweilera alvimii,EN,1
Lecythidaceae,Eschweilera complanata,EN,0
Lecythidaceae,Eschweilera compressa,EN,1
Lecythidaceae,Eschweilera mattos-silvae,VU,0
Lecythidaceae,Eschweilera rankiniae,EN,0
Lecythidaceae,Eschweilera romeu-cardosoi,EN,0
Lecythidaceae,Eschweilera sphaerocarpa,CR,0
Lecythidaceae,Eschweilera subcordata,CR,1
Lecythidaceae,Eschweilera tetrapetala,EN,1
Lecythidaceae,Gustavia longifolia,EN,0
Lecythidaceae,Lecythis schwackei,CR,1
Lejeuneaceae,Blepharolejeunea securifolia,EN,1
Lejeuneaceae,Bromeliophila natans,EN,1
Lejeuneaceae,Drepanolejeunea aculeata,EN,1
Lejeuneaceae,Myriocoleopsis fluviatilis,VU,1
Lentibulariaceae,Genlisea lobata,EN,1
Lentibulariaceae,Utricularia geminiloba,VU,0
Lentibulariaceae,Utricularia tridentata,VU,1
Lepidoziaceae,Paracromastigum dusenii,EN,1
Linaceae,Linum smithii,EN,1
Loasaceae,Aosa uleana,CR,1
Loganiaceae,Spigelia amplexicaulis,EN,1
Loganiaceae,Spigelia cipoensis,CR,1
Loganiaceae,Spigelia flava,VU,1
Loganiaceae,Spigelia kuhlmannii,EN,1
Loganiaceae,Spigelia lundiana,EN,1
Loganiaceae,Spigelia vestita,EN,1
Loganiaceae,Strychnos dantaensis,CR,0
Loganiaceae,Strychnos jacarepiensis,CR,0
Lycopodiaceae,Diphasium jussiaei,EN,1
Lycopodiaceae,Palhinhaea bradei,EN,1
Lycopodiaceae,Phlegmariurus aqualupianus,EN,1
Lycopodiaceae,Phlegmariurus christii,EN,1
Lycopodiaceae,Phlegmariurus hemleri,CR,1
Lycopodiaceae,Phlegmariurus itambensis,EN,1
Lycopodiaceae,Phlegmariurus martii,EN,1
Lycopodiaceae,Phlegmariurus mollicomus,EN,1
Lycopodiaceae,Phlegmariurus mooreanus,EN,1
Lycopodiaceae,Phlegmariurus nudus,EN,1
Lycopodiaceae,Phlegmariurus regnellii,CR,1
Lycopodiaceae,Phlegmariurus ruber,CR,1
Lycopodiaceae,Phlegmariurus sellowianus,VU,1
Lycopodiaceae,Phlegmariurus taxifolius,EN,1
Lycopodiaceae,Phlegmariurus treitubensis,CR,1
Lythraceae,Cuphea adenophylla,CR,1
Lythraceae,Cuphea arenarioides,VU,1
Lythraceae,Cuphea bahiensis,EN,1
Lythraceae,Cuphea cipoensis,EN,1
Lythraceae,Cuphea cuiabensis,EN,1
Lythraceae,Cuphea glaziovii,EN,1
Lythraceae,Cuphea lindmaniana,EN,1
Lythraceae,Cuphea rubrovirens,CR,1
Lythraceae,Cuphea teleandra,CR,1
Lythraceae,Diplusodon aggregatifolius,EN,1
Lythraceae,Diplusodon argyrophyllus,CR,1
Lythraceae,Diplusodon ericoides,CR,1
Lythraceae,Diplusodon glaziovii,CR,1
Lythraceae,Diplusodon gracilis,CR,1
Lythraceae,Diplusodon hatschbachii,VU,1
Lythraceae,Diplusodon minasensis,EN,1
Lythraceae,Diplusodon orbicularis,VU,1
Lythraceae,Diplusodon ovatus,EN,1
Lythraceae,Diplusodon panniculatus,CR,1
Lythraceae,Diplusodon retroimbricatus,CR,1
Lythraceae,Diplusodon villosissimus,VU,1
Lythraceae,Lafoensia glyptocarpa,EN,0
Lythraceae,Lafoensia nummularifolia,VU,1
Malpighiaceae,Acmanthera cowanii,VU,0
Malpighiaceae,Acmanthera fernandesii,CR,0
Malpighiaceae,Acmanthera latifolia,VU,0
Malpighiaceae,Acmanthera longifolia,CR,0
Malpighiaceae,Acmanthera parviflora,EN,0
Malpighiaceae,Banisteriopsis andersonii,VU,1
Malpighiaceae,Banisteriopsis arborea,EN,0
Malpighiaceae,Banisteriopsis basifixa,VU,1
Malpighiaceae,Banisteriopsis cipoensis,EN,1
Malpighiaceae,Banisteriopsis hatschbachii,EN,1
Malpighiaceae,Banisteriopsis hirsuta,EN,1
Malpighiaceae,Banisteriopsis magdalenensis,CR,1
Malpighiaceae,Banisteriopsis pseudojanusia,CR,1
Malpighiaceae,Banisteriopsis sellowiana,VU,1
Malpighiaceae,Bunchosia itacarensis,CR,1
Malpighiaceae,Bunchosia pernambucana,EN,1
Malpighiaceae,Byrsonima alvimii,EN,1
Malpighiaceae,Byrsonima brachybotrya,VU,1
Malpighiaceae,Byrsonima cipoensis,EN,1
Malpighiaceae,Byrsonima fonsecae,EN,1
Malpighiaceae,Byrsonima frondosa,EN,0
Malpighiaceae,Byrsonima hirsuta,EN,0
Malpighiaceae,Byrsonima lanulosa,EN,1
Malpighiaceae,Byrsonima martiana,CR,0
Malpighiaceae,Byrsonima microphylla,EN,1
Malpighiaceae,Byrsonima minarum,EN,0
Malpighiaceae,Byrsonima onishiana,EN,1
Malpighiaceae,Byrsonima rodriguesii,EN,0
Malpighiaceae,Byrsonima souzae,EN,0
Malpighiaceae,Byrsonima spinensis,EN,0
Malpighiaceae,Byrsonima vernicosa,VU,0
Malpighiaceae,Camarea elongata,VU,1
Malpighiaceae,Camarea humifusa,EN,1
Malpighiaceae,Camarea linearifolia,CR,1
Malpighiaceae,Diplopterys sepium,EN,1
Malpighiaceae,Heladena multiflora,EN,1
Malpighiaceae,Heteropterys admirabilis,EN,1
Malpighiaceae,Heteropterys aliciae,CR,1
Malpighiaceae,Heteropterys bahiensis,CR,1
Malpighiaceae,Heteropterys brasiliensis,EN,1
Malpighiaceae,Heteropterys bullata,EN,1
Malpighiaceae,Heteropterys capixaba,EN,1
Malpighiaceae,Heteropterys conformis,CR,1
Malpighiaceae,Heteropterys crinigera,VU,1
Malpighiaceae,Heteropterys dusenii,VU,1
Malpighiaceae,Heteropterys fragilis,EN,1
Malpighiaceae,Heteropterys hatschbachii,CR,1
Malpighiaceae,Heteropterys marginata,EN,1
Malpighiaceae,Heteropterys megaptera,EN,1
Malpighiaceae,Heteropterys oberdanii,VU,1
Malpighiaceae,Heteropterys sanctorum,CR,1
Malpighiaceae,Heteropterys sincorensis,EN,0
Malpighiaceae,Heteropterys ternstroemiifolia,EN,1
Malpighiaceae,Heteropterys thyrsoidea,EN,1
Malpighiaceae,Hiraea bullata,VU,1
Malpighiaceae,Janusia diminuta,CR,0
Malpighiaceae,Janusia linearifolia,VU,1
Malpighiaceae,Janusia occhionii,EN,1
Malpighiaceae,Janusia schwannioides,EN,1
