"grupo" "ordem" "familia" "especie_ou_subespecie" "categoria" "lista_2014"
"82" "invertebrados_terrestres" "Entomobryomorpha" "Entomobryidae" "Seira musarum" "VU" 0
"83" "invertebrados_terrestres" "Entomobryomorpha" "Entomobryidae" "Seira pseudoannulata" "EN" 0
"84" "invertebrados_terrestres" "Entomobryomorpha" "Isotomidae" "Archisotoma catiae" "CR" 0
"85" "invertebrados_terrestres" "Entomobryomorpha" "Isotomidae" "Arlea arenicola" "CR" 0
"86" "invertebrados_terrestres" "Entomobryomorpha" "Isotomidae" "Arlea psammophila" "CR" 0
"87" "invertebrados_terrestres" "Entomobryomorpha" "Isotomidae" "Isotomiella uai" "VU" 1
"88" "invertebrados_terrestres" "Entomobryomorpha" "Isotomidae" "Isotomodes cariocus" "CR" 0
"89" "invertebrados_terrestres" "Entomobryomorpha" "Isotomidae" "Isotomurus riparius" "CR" 0
"90" "invertebrados_terrestres" "Entomobryomorpha" "Isotomidae" "Paracerura gandarela" "VU" 0
"91" "invertebrados_terrestres" "Entomobryomorpha" "Isotomidae" "Psammisotoma restingae" "CR" 0
"92" "invertebrados_terrestres" "Euonychophora" "Peripatidae" "Epiperipatus adenocryptus" "CR" 1
"93" "invertebrados_terrestres" "Euonychophora" "Peripatidae" "Epiperipatus diadenoproctus" "VU" 1
"94" "invertebrados_terrestres" "Euonychophora" "Peripatidae" "Epiperipatus ohausi" "EN" 1
"95" "invertebrados_terrestres" "Euonychophora" "Peripatidae" "Epiperipatus paurognostus" "CR" 1
"96" "invertebrados_terrestres" "Glomeridesmida" "Glomerodesmidae" "Glomeridesmus spelaeus" "EN" 1
"97" "invertebrados_terrestres" "Gymnomorpha" "Veronicellidae" "Phyllocaulis renschi" "CR" 1
"98" "invertebrados_terrestres" "Haplotaxida" "Glossoscolecidae" "Fimoscolex sporadochaetus" "EN" 1
"99" "invertebrados_terrestres" "Hemiptera" "Cixiidae" "Ferricixius davidi" "CR" 0
"100" "invertebrados_terrestres" "Hemiptera" "Kinnaridae" "Iuiuia caeca" "VU" 0
"101" "invertebrados_terrestres" "Hemiptera" "Kinnaridae" "Kinnapotiguara troglobia" "VU" 0
"102" "invertebrados_terrestres" "Hymenoptera" "Andrenidae" "Arhysosage cactorum" "VU" 1
"103" "invertebrados_terrestres" "Hymenoptera" "Apidae" "Melipona capixaba" "EN" 1
"104" "invertebrados_terrestres" "Hymenoptera" "Apidae" "Melipona rufiventris" "EN" 1
"105" "invertebrados_terrestres" "Hymenoptera" "Apidae" "Melipona scutellaris" "EN" 1
"106" "invertebrados_terrestres" "Hymenoptera" "Apidae" "Partamona littoralis" "EN" 1
"107" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Atta robusta" "VU" 1
"108" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Brachymyrmex micromegas" "VU" 1
"109" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Diaphoromyrma sofiae" "EN" 1
"110" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Dinoponera lucida" "EN" 1
"111" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Fulakora cleae" "CR" 1
"112" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Gnamptogenys wilsoni" "EN" 1
"113" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Monomorium delabiei" "VU" 1
"114" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Mycetagroicus urbanus" "CR" 1
"115" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Mycetomoellerius atlanticus" "VU" 1
"116" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Mycetophylax simplex" "VU" 1
"117" "invertebrados_terrestres" "Hymenoptera" "Formicidae" "Rhopalothrix plaumanni" "EN" 1
"118" "invertebrados_terrestres" "Isopoda" "Pudeoniscidae" "Iansaoniscus georginae" "CR" 0
"119" "invertebrados_terrestres" "Isopoda" "Pudeoniscidae" "Iansaoniscus iraquara" "CR" 0
"120" "invertebrados_terrestres" "Isopoda" "Scleropactidae" "Amazoniscus leistikowi" "CR" 0
"121" "invertebrados_terrestres" "Isopoda" "Scleropactidae" "Circoniscus buckupi" "CR" 0
"122" "invertebrados_terrestres" "Isopoda" "Scleropactidae" "Circoniscus carajasensis" "EN" 0
"123" "invertebrados_terrestres" "Isopoda" "Styloniscidae" "Iuiuniscus iuiuensis" "VU" 0
"124" "invertebrados_terrestres" "Isopoda" "Styloniscidae" "Spelunconiscus castroi" "CR" 0
"125" "invertebrados_terrestres" "Isopoda" "Styloniscidae" "Xangoniscus aganju" "EN" 0
"126" "invertebrados_terrestres" "Isopoda" "Styloniscidae" "Xangoniscus itacarambiensis" "CR" 0
"127" "invertebrados_terrestres" "Isopoda" "Styloniscidae" "Xangoniscus odara" "EN" 0
"128" "invertebrados_terrestres" "Lepidoptera" "Crambidae" "Parapoynx restingalis" "VU" 1
"129" "invertebrados_terrestres" "Lepidoptera" "Hesperiidae" "Drephalys miersi" "EN" 1
"130" "invertebrados_terrestres" "Lepidoptera" "Hesperiidae" "Drephalys mourei" "CR" 1
"131" "invertebrados_terrestres" "Lepidoptera" "Hesperiidae" "Olafia roscius iphimedia" "VU" 1
"132" "invertebrados_terrestres" "Lepidoptera" "Hesperiidae" "Parelbella polyzona" "EN" 1
"133" "invertebrados_terrestres" "Lepidoptera" "Hesperiidae" "Pseudocroniades machaon seabrai" "CR" 1
"134" "invertebrados_terrestres" "Lepidoptera" "Hesperiidae" "Turmosa camposa" "EN" 1
"135" "invertebrados_terrestres" "Lepidoptera" "Hesperiidae" "Zonia zonia diabo" "EN" 1
"136" "invertebrados_terrestres" "Lepidoptera" "Lycaenidae" "Arawacus aethesa" "EN" 1
"137" "invertebrados_terrestres" "Lepidoptera" "Lycaenidae" "Magnastigma julia" "EN" 1
"138" "invertebrados_terrestres" "Lepidoptera" "Lycaenidae" "Strymon ohausi" "EN" 1
"139" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Actinote quadra" "VU" 1
"140" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Actinote zikani" "CR" 1
"141" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Adelpha atlantica" "EN" 0
"142" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Dasyophthalma geraensis" "CR" 1
"143" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Dasyophthalma rusina delanira" "EN" 1
"144" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Dasyophthalma vertebralis" "CR (PEX)" 1
"145" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Doxocopa zalmunna" "CR (PEX)" 1
"146" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Episcada vitrea" "EN" 1
"147" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Eresia erysice erysice" "CR" 1
"148" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Euptychia boulleti" "CR" 1
"149" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Forsterinaria itatiaia" "VU" 0
"150" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Hamadryas velutina browni" "EN" 1
"151" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Heliconius nattereri" "EN" 1
"152" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Hyalyris fiammetta" "CR (PEX)" 1
"153" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Mcclungia cymo fallens" "CR" 1
"154" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Melinaea mnasias thera" "CR" 1
"155" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Morpho epistrophus nikolajewna" "CR" 1
"156" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Morpho menelaus eberti" "CR" 1
"157" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Napeogenes rhezia rhezia" "CR" 1
"158" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Orobrassolis ornamentalis" "CR" 1
"159" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Pampasatyrus glaucope boenninghauseni" "EN" 1
"160" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Pampasatyrus glaucope eberti" "VU" 0
"161" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Pampasatyrus glaucope glaucope" "EN" 1
"162" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Pampasatyrus gyrtone" "EN" 1
"163" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Pampasatyrus reticulata gagarini" "EN" 0
"164" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Paulogramma hydarnis" "EN" 1
"165" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Polygrapha suprema" "EN" 1
"166" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Praepedaliodes sequeirae" "CR" 0
"167" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Prepona deiphile" "VU" 1
"168" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Scada karschina delicata" "CR" 1
"169" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Tithorea harmonia caissara" "VU" 1
"170" "invertebrados_terrestres" "Lepidoptera" "Nymphalidae" "Yphthimoides iserhardi" "EN" 0
"171" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Heraclides himeros baia" "EN" 1
"172" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Heraclides himeros himeros" "EN" 1
"173" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Mimoides lysithous harrisianus" "CR" 1
"174" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Mimoides lysithous sebastianus" "VU" 1
"175" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Parides ascanius" "EN" 1
"176" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Parides bunichus chamissonia" "CR" 1
"177" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Parides burchellanus" "CR" 1
"178" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Parides klagesi" "CR" 1
"179" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Parides panthonus castilhoi" "CR" 1
"180" "invertebrados_terrestres" "Lepidoptera" "Papilionidae" "Parides tros danunciae" "EN" 1
"181" "invertebrados_terrestres" "Lepidoptera" "Pieridae" "Charonias theano" "EN" 1
"182" "invertebrados_terrestres" "Lepidoptera" "Pieridae" "Cunizza hirlanda fulvinota" "VU" 1
"183" "invertebrados_terrestres" "Lepidoptera" "Pieridae" "Cunizza hirlanda planasia" "VU" 1
"184" "invertebrados_terrestres" "Lepidoptera" "Pieridae" "Glennia pylotis" "EN" 1
"185" "invertebrados_terrestres" "Lepidoptera" "Pieridae" "Moschoneura pinthous methymna" "VU" 1
"186" "invertebrados_terrestres" "Lepidoptera" "Pieridae" "Perrhybris pamela flava" "EN" 1
"187" "invertebrados_terrestres" "Lepidoptera" "Riodinidae" "Joiceya praeclarus" "CR" 1
"188" "invertebrados_terrestres" "Lepidoptera" "Riodinidae" "Panara ovifera" "VU" 1
"189" "invertebrados_terrestres" "Lepidoptera" "Riodinidae" "Petrocerus catiena" "EN" 1
"190" "invertebrados_terrestres" "Lepidoptera" "Riodinidae" "Rhetus belphegor" "CR" 1
"191" "invertebrados_terrestres" "Lepidoptera" "Riodinidae" "Voltinia sanarita" "EN" 1
"192" "invertebrados_terrestres" "Lepidoptera" "Saturniidae" "Dirphia monticola" "VU" 1
"193" "invertebrados_terrestres" "Lepidoptera" "Sphingidae" "Nyceryx mielkei" "CR" 1
"194" "invertebrados_terrestres" "Opiliones" "Cryptogeobiidae" "Spinopilar moria" "CR" 1
"195" "invertebrados_terrestres" "Opiliones" "Escadabiidae" "Spaeleoleptes spaeleus" "EN" 1
"196" "invertebrados_terrestres" "Opiliones" "Gerdesiidae" "Gonycranaus pluto" "VU" 0
"197" "invertebrados_terrestres" "Opiliones" "Gonyleptidae" "Discocyrtus pedrosoi" "VU" 0
"198" "invertebrados_terrestres" "Opiliones" "Gonyleptidae" "Eusarcus elinae" "EN" 1
"199" "invertebrados_terrestres" "Opiliones" "Gonyleptidae" "Giupponia chagasi" "EN" 1
"200" "invertebrados_terrestres" "Opiliones" "Gonyleptidae" "Iandumoema setimapocu" "VU" 1
"201" "invertebrados_terrestres" "Opiliones" "Gonyleptidae" "Iandumoema smeagol" "EN" 0
"202" "invertebrados_terrestres" "Opiliones" "Gonyleptidae" "Iandumoema uai" "CR" 1
"203" "invertebrados_terrestres" "Opiliones" "Gonyleptidae" "Pachylospeleus strinatii" "CR" 1
"204" "invertebrados_terrestres" "Opiliones" "Kimulidae" "Relictopiolus galadriel" "CR" 0
"205" "invertebrados_terrestres" "Orthoptera" "Phalangopsidae" "Endecous apterus" "EN" 0
"206" "invertebrados_terrestres" "Orthoptera" "Phalangopsidae" "Endecous peruassuensis" "EN" 0
"207" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia cavatica" "CR" 0
"208" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia eywa" "EN" 0
"209" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia jequitinhonha" "CR" 0
"210" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia maquinensis" "VU" 1
"211" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia navi" "CR" 0
"212" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia neytiri" "EN" 0
"213" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia potiguar" "VU" 1
"214" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia sagarana" "CR" 1
"215" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia spelunca" "CR" 1
"216" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Eukoenenia virgemdalapa" "CR" 1
"217" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Leptokoenenia pelada" "CR" 1
"218" "invertebrados_terrestres" "Palpigradi" "Eukoeneniidae" "Leptokoenenia thalassophobica" "EN" 1
"219" "invertebrados_terrestres" "Poduromorpha" "Brachystomellidae" "Maricaella duna" "CR" 0
"220" "invertebrados_terrestres" "Poduromorpha" "Hypogastruridae" "Acherontides eleonorae" "VU" 1
"221" "invertebrados_terrestres" "Poduromorpha" "Neanuridae" "Aethiopella littoralis" "CR" 0
"222" "invertebrados_terrestres" "Poduromorpha" "Neanuridae" "Arlesia intermedia" "CR" 0
"223" "invertebrados_terrestres" "Poduromorpha" "Neanuridae" "Hyleanura mendoncae" "VU" 0
"224" "invertebrados_terrestres" "Poduromorpha" "Neanuridae" "Micranurida fluminensis" "CR" 0
"225" "invertebrados_terrestres" "Poduromorpha" "Onychiuridae" "Agraphorura mariapetrae" "CR" 0
"226" "invertebrados_terrestres" "Poduromorpha" "Tullbergiidae" "Mesaphorura maricaensis" "CR" 0
"227" "invertebrados_terrestres" "Polydesmida" "Chelodesmidae" "Dioplosternus salvatrix" "VU" 1
"228" "invertebrados_terrestres" "Polydesmida" "Chelodesmidae" "Leodesmus yporangae" "EN" 1
"229" "invertebrados_terrestres" "Polydesmida" "Chelodesmidae" "Odontopeltis giganteus" "VU" 1
"230" "invertebrados_terrestres" "Polydesmida" "Chelodesmidae" "Sandalodesmus stramineus" "VU" 1
"231" "invertebrados_terrestres" "Polydesmida" "Cryptodesmidae" "Peridontodesmella alba" "VU" 1
"232" "invertebrados_terrestres" "Polydesmida" "Dobrodesmidae" "Dobrodesmus mirabilis" "CR" 0
"233" "invertebrados_terrestres" "Pseudoscorpiones" "Bochicidae" "Spelaeobochica allodentatus" "EN" 1
"234" "invertebrados_terrestres" "Pseudoscorpiones" "Bochicidae" "Spelaeobochica iuiu" "EN" 1
"235" "invertebrados_terrestres" "Pseudoscorpiones" "Bochicidae" "Spelaeobochica muchmorei" "CR" 1
"236" "invertebrados_terrestres" "Pseudoscorpiones" "Chernetidae" "Maxchernes iporangae" "CR" 1
"237" "invertebrados_terrestres" "Pseudoscorpiones" "Chernetidae" "Spelaeochernes gracilipalpus" "EN" 1
"238" "invertebrados_terrestres" "Pseudoscorpiones" "Chthoniidae" "Pseudochthonius biseriatus" "EN" 1
"239" "invertebrados_terrestres" "Pseudoscorpiones" "Ideoroncidae" "Ideoroncus cavicola" "EN" 1
"240" "invertebrados_terrestres" "Pseudoscorpiones" "Olpiidae" "Progarypus nigrimanus" "CR" 1
"241" "invertebrados_terrestres" "Pulmonata" "Bulimulidae" "Thaumastus lundi" "CR" 1
"242" "invertebrados_terrestres" "Pulmonata" "Lymnaeidae" "Lymnaea rupestris" "VU" 1
"243" "invertebrados_terrestres" "Pulmonata" "Odontostomidae" "Macrodontes dautzenbergianus" "VU" 1
"244" "invertebrados_terrestres" "Pulmonata" "Physidae" "Physa marmorata" "VU" 1
"245" "invertebrados_terrestres" "Pulmonata" "Planorbidae" "Plesiophysa dolichomastix" "CR" 1
"246" "invertebrados_terrestres" "Pulmonata" "Succineidae" "Succinea lopesi" "EN" 1
"247" "invertebrados_terrestres" "Schizomida" "Hubbardiidae" "Rowlandius ubajara" "CR" 1
"248" "invertebrados_terrestres" "Scolopendromorpha" "Cryptopidae" "Cryptops iporangensis" "EN" 1
"249" "invertebrados_terrestres" "Scolopendromorpha" "Cryptopidae" "Cryptops spelaeoraptor" "CR" 1
"250" "invertebrados_terrestres" "Scolopendromorpha" "Scolopendridae" "Scolopendropsis duplicata" "CR" 1
"251" "invertebrados_terrestres" "Scolopendromorpha" "Scolopocryptopidae" "Newportia potiguar" "VU" 0
"252" "invertebrados_terrestres" "Scolopendromorpha" "Scolopocryptopidae" "Newportia spelaea" "CR" 0
"253" "invertebrados_terrestres" "Scolopendromorpha" "Scolopocryptopidae" "Scolopocryptops troglocaudatus" "EN" 0
"254" "invertebrados_terrestres" "Scorpiones" "Buthidae" "Ananteris infuscata" "EN" 1
"255" "invertebrados_terrestres" "Scorpiones" "Buthidae" "Troglorhopalurus translucidus" "EN" 1
"256" "invertebrados_terrestres" "Scorpiones" "Chactidae" "Hadrurochactas araripe" "CR" 1
"257" "invertebrados_terrestres" "Scorpiones" "Chactidae" "Hadrurochactas brejo" "CR" 1
"258" "invertebrados_terrestres" "Spirostreptida" "Pseudonannolenidae" "Pseudonannolene lundi" "CR" 0
"259" "invertebrados_terrestres" "Spirostreptida" "Spirostreptidae" "Pseudonannolene ambuatinga" "EN" 1
"260" "invertebrados_terrestres" "Spirostreptida" "Spirostreptidae" "Pseudonannolene imbirensis" "EN" 1
"261" "invertebrados_terrestres" "Spirostreptida" "Spirostreptidae" "Pseudonannolene spelaea" "CR" 1
"262" "invertebrados_terrestres" "Spirostreptida" "Spirostreptidae" "Pseudonannolene tocaiensis" "CR" 1
"263" "invertebrados_terrestres" "Spongillida" "Metaniidae" "Corvomeyenia epilithosa" "VU" 1
"264" "invertebrados_terrestres" "Stylommatophora" "Bulimulidae" "Tomigerus gibberulus" "EN" 1
"265" "invertebrados_terrestres" "Stylommatophora" "Megalobulimidae" "Megalobulimus cardosoi" "CR" 1
"266" "invertebrados_terrestres" "Stylommatophora" "Strophocheilidae" "Gonyostomus insularis" "EN" 1
"267" "invertebrados_terrestres" "Symphypleona" "Arrhopalitidae" "Arrhopalites alambariensis" "VU" 1
"268" "invertebrados_terrestres" "Symphypleona" "Arrhopalitidae" "Arrhopalites botuveraensis" "VU" 1
